ID,Nombre ,Tipo(s),nomMove
25,pikachu,electric,fire-pledge
25,pikachu,electric,bulldoze
25,pikachu,electric,dragon-tail
25,pikachu,electric,work-up
25,pikachu,electric,heat-crash
25,pikachu,electric,hurricane
25,pikachu,electric,confide
25,pikachu,electric,mystical-fire
25,pikachu,electric,power-up-punch
25,pikachu,electric,brutal-swing
25,pikachu,electric,breaking-swipe
25,pikachu,electric,scale-shot
25,pikachu,electric,dual-wingbeat
25,pikachu,electric,scorching-sands
25,pikachu,electric,tera-blast
25,pikachu,electric,mega-punch
25,pikachu,electric,ice-punch
25,pikachu,electric,mega-kick
25,pikachu,electric,headbutt
25,pikachu,electric,tackle
25,pikachu,electric,body-slam
25,pikachu,electric,take-down
25,pikachu,electric,double-edge
25,pikachu,electric,tail-whip
25,pikachu,electric,bite
25,pikachu,electric,roar
25,pikachu,electric,water-gun
25,pikachu,electric,hydro-pump
25,pikachu,electric,surf
25,pikachu,electric,ice-beam
25,pikachu,electric,blizzard
25,pikachu,electric,bubble-beam
25,pikachu,electric,hyper-beam
25,pikachu,electric,submission
25,pikachu,electric,counter
25,pikachu,electric,seismic-toss
25,pikachu,electric,strength
25,pikachu,electric,earthquake
25,pikachu,electric,fissure
25,pikachu,electric,dig
25,pikachu,electric,toxic
25,pikachu,electric,rage
25,pikachu,electric,mimic
25,pikachu,electric,double-team
25,pikachu,electric,withdraw
25,pikachu,electric,defense-curl
25,pikachu,electric,reflect
25,pikachu,electric,bide
25,pikachu,electric,waterfall
25,pikachu,electric,skull-bash
25,pikachu,electric,bubble
25,pikachu,electric,rest
25,pikachu,electric,rock-slide
25,pikachu,electric,substitute
25,pikachu,electric,snore
25,pikachu,electric,curse
25,pikachu,electric,protect
25,pikachu,electric,mud-slap
25,pikachu,electric,icy-wind
25,pikachu,electric,outrage
25,pikachu,electric,endure
25,pikachu,electric,rollout
25,pikachu,electric,false-swipe
25,pikachu,electric,swagger
25,pikachu,electric,attract
25,pikachu,electric,sleep-talk
25,pikachu,electric,return
25,pikachu,electric,frustration
25,pikachu,electric,dynamic-punch
25,pikachu,electric,rapid-spin
25,pikachu,electric,iron-tail
25,pikachu,electric,hidden-power
25,pikachu,electric,rain-dance
25,pikachu,electric,crunch
25,pikachu,electric,rock-smash
25,pikachu,electric,whirlpool
25,pikachu,electric,fake-out
25,pikachu,electric,hail
25,pikachu,electric,facade
25,pikachu,electric,focus-punch
25,pikachu,electric,helping-hand
25,pikachu,electric,brick-break
25,pikachu,electric,secret-power
25,pikachu,electric,dive
25,pikachu,electric,hydro-cannon
25,pikachu,electric,weather-ball
25,pikachu,electric,rock-tomb
25,pikachu,electric,signal-beam
25,pikachu,electric,muddy-water
25,pikachu,electric,iron-defense
25,pikachu,electric,water-pulse
25,pikachu,electric,gyro-ball
25,pikachu,electric,brine
25,pikachu,electric,natural-gift
25,pikachu,electric,fling
25,pikachu,electric,aura-sphere
25,pikachu,electric,dark-pulse
25,pikachu,electric,aqua-tail
25,pikachu,electric,dragon-pulse
25,pikachu,electric,focus-blast
25,pikachu,electric,giga-impact
25,pikachu,electric,avalanche
25,pikachu,electric,zen-headbutt
25,pikachu,electric,flash-cannon
25,pikachu,electric,rock-climb
25,pikachu,electric,captivate
25,pikachu,electric,aqua-jet
25,pikachu,electric,smack-down
25,pikachu,electric,round
25,pikachu,electric,scald
25,pikachu,electric,shell-smash
25,pikachu,electric,water-pledge
25,pikachu,electric,bulldoze
25,pikachu,electric,dragon-tail
25,pikachu,electric,work-up
25,pikachu,electric,confide
25,pikachu,electric,power-up-punch
25,pikachu,electric,liquidation
25,pikachu,electric,body-press
25,pikachu,electric,terrain-pulse
25,pikachu,electric,flip-turn
25,pikachu,electric,swords-dance
25,pikachu,electric,cut
25,pikachu,electric,bind
25,pikachu,electric,vine-whip
25,pikachu,electric,headbutt
25,pikachu,electric,tackle
25,pikachu,electric,body-slam
25,pikachu,electric,take-down
25,pikachu,electric,double-edge
25,pikachu,electric,growl
25,pikachu,electric,roar
25,pikachu,electric,hyper-beam
25,pikachu,electric,strength
25,pikachu,electric,mega-drain
25,pikachu,electric,leech-seed
25,pikachu,electric,growth
25,pikachu,electric,razor-leaf
25,pikachu,electric,solar-beam
25,pikachu,electric,poison-powder
25,pikachu,electric,sleep-powder
25,pikachu,electric,petal-dance
25,pikachu,electric,string-shot
25,pikachu,electric,earthquake
25,pikachu,electric,toxic
25,pikachu,electric,rage
25,pikachu,electric,mimic
25,pikachu,electric,double-team
25,pikachu,electric,defense-curl
25,pikachu,electric,light-screen
25,pikachu,electric,reflect
25,pikachu,electric,bide
25,pikachu,electric,amnesia
25,pikachu,electric,flash
25,pikachu,electric,rest
25,pikachu,electric,substitute
25,pikachu,electric,snore
25,pikachu,electric,curse
25,pikachu,electric,protect
25,pikachu,electric,sludge-bomb
25,pikachu,electric,mud-slap
25,pikachu,electric,outrage
25,pikachu,electric,giga-drain
25,pikachu,electric,endure
25,pikachu,electric,charm
25,pikachu,electric,false-swipe
25,pikachu,electric,swagger
25,pikachu,electric,fury-cutter
25,pikachu,electric,attract
25,pikachu,electric,sleep-talk
25,pikachu,electric,return
25,pikachu,electric,frustration
25,pikachu,electric,safeguard
25,pikachu,electric,sweet-scent
25,pikachu,electric,synthesis
25,pikachu,electric,hidden-power
25,pikachu,electric,sunny-day
25,pikachu,electric,rock-smash
25,pikachu,electric,facade
25,pikachu,electric,nature-power
25,pikachu,electric,helping-hand
25,pikachu,electric,knock-off
25,pikachu,electric,secret-power
25,pikachu,electric,weather-ball
25,pikachu,electric,bullet-seed
25,pikachu,electric,block
25,pikachu,electric,frenzy-plant
25,pikachu,electric,magical-leaf
25,pikachu,electric,natural-gift
25,pikachu,electric,worry-seed
25,pikachu,electric,seed-bomb
25,pikachu,electric,energy-ball
25,pikachu,electric,earth-power
25,pikachu,electric,giga-impact
25,pikachu,electric,rock-climb
25,pikachu,electric,leaf-storm
25,pikachu,electric,power-whip
25,pikachu,electric,captivate
25,pikachu,electric,grass-knot
25,pikachu,electric,venoshock
25,pikachu,electric,round
25,pikachu,electric,echoed-voice
25,pikachu,electric,grass-pledge
25,pikachu,electric,bulldoze
25,pikachu,electric,work-up
25,pikachu,electric,petal-blizzard
25,pikachu,electric,grassy-terrain
25,pikachu,electric,confide
25,pikachu,electric,stomping-tantrum
25,pikachu,electric,grassy-glide
25,pikachu,electric,terrain-pulse
25,pikachu,electric,mega-punch
25,pikachu,electric,fire-punch
25,pikachu,electric,ice-punch
25,pikachu,electric,thunder-punch
25,pikachu,electric,razor-wind
25,pikachu,electric,cut
25,pikachu,electric,wing-attack
25,pikachu,electric,fly
25,pikachu,electric,bind
25,pikachu,electric,slam
25,pikachu,electric,mega-kick
25,pikachu,electric,headbutt
25,pikachu,electric,horn-drill
25,pikachu,electric,body-slam
25,pikachu,electric,wrap
25,pikachu,electric,take-down
25,pikachu,electric,double-edge
25,pikachu,electric,leer
25,pikachu,electric,roar
25,pikachu,electric,flamethrower
25,pikachu,electric,mist
25,pikachu,electric,water-gun
25,pikachu,electric,hydro-pump
25,pikachu,electric,surf
25,pikachu,electric,ice-beam
25,pikachu,electric,blizzard
25,pikachu,electric,bubble-beam
25,pikachu,electric,hyper-beam
25,pikachu,electric,low-kick
25,pikachu,electric,strength
25,pikachu,electric,dragon-rage
25,pikachu,electric,fire-spin
25,pikachu,electric,thunderbolt
25,pikachu,electric,thunder-wave
25,pikachu,electric,thunder
25,pikachu,electric,earthquake
25,pikachu,electric,toxic
25,pikachu,electric,agility
25,pikachu,electric,rage
25,pikachu,electric,mimic
25,pikachu,electric,double-team
25,pikachu,electric,light-screen
25,pikachu,electric,haze
25,pikachu,electric,reflect
25,pikachu,electric,bide
25,pikachu,electric,metronome
25,pikachu,electric,fire-blast
25,pikachu,electric,waterfall
25,pikachu,electric,swift
25,pikachu,electric,skull-bash
25,pikachu,electric,rest
25,pikachu,electric,rock-slide
25,pikachu,electric,substitute
25,pikachu,electric,snore
25,pikachu,electric,curse
25,pikachu,electric,protect
25,pikachu,electric,scary-face
25,pikachu,electric,mud-slap
25,pikachu,electric,zap-cannon
25,pikachu,electric,icy-wind
25,pikachu,electric,detect
25,pikachu,electric,outrage
25,pikachu,electric,sandstorm
25,pikachu,electric,endure
25,pikachu,electric,swagger
25,pikachu,electric,fury-cutter
25,pikachu,electric,steel-wing
25,pikachu,electric,attract
25,pikachu,electric,sleep-talk
25,pikachu,electric,return
25,pikachu,electric,frustration
25,pikachu,electric,safeguard
25,pikachu,electric,dynamic-punch
25,pikachu,electric,dragon-breath
25,pikachu,electric,encore
25,pikachu,electric,iron-tail
25,pikachu,electric,hidden-power
25,pikachu,electric,twister
25,pikachu,electric,rain-dance
25,pikachu,electric,sunny-day
25,pikachu,electric,extreme-speed
25,pikachu,electric,rock-smash
25,pikachu,electric,whirlpool
25,pikachu,electric,heat-wave
25,pikachu,electric,hail
25,pikachu,electric,facade
25,pikachu,electric,focus-punch
25,pikachu,electric,helping-hand
25,pikachu,electric,superpower
25,pikachu,electric,brick-break
25,pikachu,electric,secret-power
25,pikachu,electric,dive
25,pikachu,electric,weather-ball
25,pikachu,electric,air-cutter
25,pikachu,electric,rock-tomb
25,pikachu,electric,aerial-ace
25,pikachu,electric,dragon-claw
25,pikachu,electric,dragon-dance
25,pikachu,electric,shock-wave
25,pikachu,electric,water-pulse
25,pikachu,electric,roost
25,pikachu,electric,natural-gift
25,pikachu,electric,tailwind
25,pikachu,electric,fling
25,pikachu,electric,aqua-tail
25,pikachu,electric,air-slash
25,pikachu,electric,dragon-pulse
25,pikachu,electric,dragon-rush
25,pikachu,electric,focus-blast
25,pikachu,electric,giga-impact
25,pikachu,electric,defog
25,pikachu,electric,draco-meteor
25,pikachu,electric,iron-head
25,pikachu,electric,stone-edge
25,pikachu,electric,captivate
25,pikachu,electric,aqua-jet
25,pikachu,electric,ominous-wind
25,pikachu,electric,hone-claws
25,pikachu,electric,round
25,pikachu,electric,sky-drop
25,pikachu,electric,incinerate
25,pikachu,electric,bulldoze
25,pikachu,electric,dragon-tail
25,pikachu,electric,hurricane
25,pikachu,electric,confide
25,pikachu,electric,power-up-punch
25,pikachu,electric,brutal-swing
25,pikachu,electric,stomping-tantrum
25,pikachu,electric,body-press
25,pikachu,electric,breaking-swipe
25,pikachu,electric,scale-shot
25,pikachu,electric,dual-wingbeat
25,pikachu,electric,tera-blast
25,pikachu,electric,ice-spinner
25,pikachu,electric,snowscape
25,pikachu,electric,chilling-water
25,pikachu,electric,pound
25,pikachu,electric,mega-punch
25,pikachu,electric,pay-day
25,pikachu,electric,fire-punch
25,pikachu,electric,ice-punch
25,pikachu,electric,thunder-punch
25,pikachu,electric,razor-wind
25,pikachu,electric,swords-dance
25,pikachu,electric,cut
25,pikachu,electric,whirlwind
25,pikachu,electric,fly
25,pikachu,electric,bind
25,pikachu,electric,mega-kick
25,pikachu,electric,headbutt
25,pikachu,electric,horn-drill
25,pikachu,electric,body-slam
25,pikachu,electric,take-down
25,pikachu,electric,double-edge
25,pikachu,electric,pin-missile
25,pikachu,electric,roar
25,pikachu,electric,flamethrower
25,pikachu,electric,water-gun
25,pikachu,electric,hydro-pump
25,pikachu,electric,surf
25,pikachu,electric,ice-beam
25,pikachu,electric,blizzard
25,pikachu,electric,psybeam
25,pikachu,electric,bubble-beam
25,pikachu,electric,hyper-beam
25,pikachu,electric,submission
25,pikachu,electric,low-kick
25,pikachu,electric,counter
25,pikachu,electric,seismic-toss
25,pikachu,electric,strength
25,pikachu,electric,mega-drain
25,pikachu,electric,solar-beam
25,pikachu,electric,string-shot
25,pikachu,electric,dragon-rage
25,pikachu,electric,fire-spin
25,pikachu,electric,thunderbolt
25,pikachu,electric,thunder-wave
25,pikachu,electric,thunder
25,pikachu,electric,earthquake
25,pikachu,electric,fissure
25,pikachu,electric,dig
25,pikachu,electric,toxic
25,pikachu,electric,confusion
25,pikachu,electric,psychic
25,pikachu,electric,hypnosis
25,pikachu,electric,agility
25,pikachu,electric,rage
25,pikachu,electric,teleport
25,pikachu,electric,night-shade
25,pikachu,electric,mimic
25,pikachu,electric,screech
25,pikachu,electric,double-team
25,pikachu,electric,confuse-ray
25,pikachu,electric,defense-curl
25,pikachu,electric,barrier
25,pikachu,electric,light-screen
25,pikachu,electric,haze
25,pikachu,electric,reflect
25,pikachu,electric,focus-energy
25,pikachu,electric,bide
25,pikachu,electric,metronome
25,pikachu,electric,self-destruct
25,pikachu,electric,egg-bomb
25,pikachu,electric,fire-blast
25,pikachu,electric,waterfall
25,pikachu,electric,swift
25,pikachu,electric,skull-bash
25,pikachu,electric,amnesia
25,pikachu,electric,soft-boiled
25,pikachu,electric,dream-eater
25,pikachu,electric,leech-life
25,pikachu,electric,sky-attack
25,pikachu,electric,transform
25,pikachu,electric,flash
25,pikachu,electric,psywave
25,pikachu,electric,explosion
25,pikachu,electric,rest
25,pikachu,electric,rock-slide
25,pikachu,electric,tri-attack
25,pikachu,electric,super-fang
25,pikachu,electric,substitute
25,pikachu,electric,thief
25,pikachu,electric,nightmare
25,pikachu,electric,snore
25,pikachu,electric,curse
25,pikachu,electric,reversal
25,pikachu,electric,spite
25,pikachu,electric,protect
25,pikachu,electric,scary-face
25,pikachu,electric,feint-attack
25,pikachu,electric,sludge-bomb
25,pikachu,electric,mud-slap
25,pikachu,electric,spikes
25,pikachu,electric,zap-cannon
25,pikachu,electric,icy-wind
25,pikachu,electric,detect
25,pikachu,electric,outrage
25,pikachu,electric,sandstorm
25,pikachu,electric,giga-drain
25,pikachu,electric,endure
25,pikachu,electric,charm
25,pikachu,electric,rollout
25,pikachu,electric,false-swipe
25,pikachu,electric,swagger
25,pikachu,electric,fury-cutter
25,pikachu,electric,steel-wing
25,pikachu,electric,attract
25,pikachu,electric,sleep-talk
25,pikachu,electric,heal-bell
25,pikachu,electric,return
25,pikachu,electric,frustration
25,pikachu,electric,safeguard
25,pikachu,electric,pain-split
25,pikachu,electric,dynamic-punch
25,pikachu,electric,megahorn
25,pikachu,electric,dragon-breath
25,pikachu,electric,baton-pass
25,pikachu,electric,encore
25,pikachu,electric,sweet-scent
25,pikachu,electric,iron-tail
25,pikachu,electric,metal-claw
25,pikachu,electric,synthesis
25,pikachu,electric,hidden-power
25,pikachu,electric,twister
25,pikachu,electric,rain-dance
25,pikachu,electric,sunny-day
25,pikachu,electric,crunch
25,pikachu,electric,psych-up
25,pikachu,electric,ancient-power
25,pikachu,electric,shadow-ball
25,pikachu,electric,future-sight
25,pikachu,electric,rock-smash
25,pikachu,electric,whirlpool
25,pikachu,electric,beat-up
25,pikachu,electric,fake-out
25,pikachu,electric,uproar
25,pikachu,electric,heat-wave
25,pikachu,electric,hail
25,pikachu,electric,torment
25,pikachu,electric,will-o-wisp
25,pikachu,electric,facade
25,pikachu,electric,focus-punch
25,pikachu,electric,nature-power
25,pikachu,electric,charge
25,pikachu,electric,taunt
25,pikachu,electric,helping-hand
25,pikachu,electric,trick
25,pikachu,electric,role-play
25,pikachu,electric,superpower
25,pikachu,electric,magic-coat
25,pikachu,electric,recycle
25,pikachu,electric,revenge
25,pikachu,electric,brick-break
25,pikachu,electric,knock-off
25,pikachu,electric,endeavor
25,pikachu,electric,skill-swap
25,pikachu,electric,imprison
25,pikachu,electric,snatch
25,pikachu,electric,secret-power
25,pikachu,electric,dive
25,pikachu,electric,blaze-kick
25,pikachu,electric,hyper-voice
25,pikachu,electric,blast-burn
25,pikachu,electric,hydro-cannon
25,pikachu,electric,weather-ball
25,pikachu,electric,fake-tears
25,pikachu,electric,air-cutter
25,pikachu,electric,overheat
25,pikachu,electric,rock-tomb
25,pikachu,electric,silver-wind
25,pikachu,electric,cosmic-power
25,pikachu,electric,signal-beam
25,pikachu,electric,sand-tomb
25,pikachu,electric,muddy-water
25,pikachu,electric,bullet-seed
25,pikachu,electric,aerial-ace
25,pikachu,electric,icicle-spear
25,pikachu,electric,iron-defense
25,pikachu,electric,block
25,pikachu,electric,dragon-claw
25,pikachu,electric,frenzy-plant
25,pikachu,electric,bulk-up
25,pikachu,electric,bounce
25,pikachu,electric,mud-shot
25,pikachu,electric,poison-tail
25,pikachu,electric,covet
25,pikachu,electric,magical-leaf
25,pikachu,electric,calm-mind
25,pikachu,electric,leaf-blade
25,pikachu,electric,dragon-dance
25,pikachu,electric,rock-blast
25,pikachu,electric,shock-wave
25,pikachu,electric,water-pulse
25,pikachu,electric,roost
25,pikachu,electric,gravity
25,pikachu,electric,gyro-ball
25,pikachu,electric,brine
25,pikachu,electric,natural-gift
25,pikachu,electric,pluck
25,pikachu,electric,tailwind
25,pikachu,electric,u-turn
25,pikachu,electric,close-combat
25,pikachu,electric,payback
25,pikachu,electric,assurance
25,pikachu,electric,embargo
25,pikachu,electric,fling
25,pikachu,electric,gastro-acid
25,pikachu,electric,me-first
25,pikachu,electric,power-swap
25,pikachu,electric,guard-swap
25,pikachu,electric,last-resort
25,pikachu,electric,worry-seed
25,pikachu,electric,sucker-punch
25,pikachu,electric,toxic-spikes
25,pikachu,electric,magnet-rise
25,pikachu,electric,flare-blitz
25,pikachu,electric,aura-sphere
25,pikachu,electric,rock-polish
25,pikachu,electric,poison-jab
25,pikachu,electric,dark-pulse
25,pikachu,electric,aqua-tail
25,pikachu,electric,seed-bomb
25,pikachu,electric,air-slash
25,pikachu,electric,x-scissor
25,pikachu,electric,bug-buzz
25,pikachu,electric,dragon-pulse
25,pikachu,electric,power-gem
25,pikachu,electric,drain-punch
25,pikachu,electric,vacuum-wave
25,pikachu,electric,focus-blast
25,pikachu,electric,energy-ball
25,pikachu,electric,brave-bird
25,pikachu,electric,earth-power
25,pikachu,electric,giga-impact
25,pikachu,electric,nasty-plot
25,pikachu,electric,avalanche
25,pikachu,electric,shadow-claw
25,pikachu,electric,thunder-fang
25,pikachu,electric,ice-fang
25,pikachu,electric,fire-fang
25,pikachu,electric,psycho-cut
25,pikachu,electric,zen-headbutt
25,pikachu,electric,flash-cannon
25,pikachu,electric,rock-climb
25,pikachu,electric,defog
25,pikachu,electric,trick-room
25,pikachu,electric,draco-meteor
25,pikachu,electric,leaf-storm
25,pikachu,electric,power-whip
25,pikachu,electric,cross-poison
25,pikachu,electric,gunk-shot
25,pikachu,electric,iron-head
25,pikachu,electric,stone-edge
25,pikachu,electric,captivate
25,pikachu,electric,stealth-rock
25,pikachu,electric,grass-knot
25,pikachu,electric,bug-bite
25,pikachu,electric,charge-beam
25,pikachu,electric,ominous-wind
25,pikachu,electric,hone-claws
25,pikachu,electric,wonder-room
25,pikachu,electric,psyshock
25,pikachu,electric,venoshock
25,pikachu,electric,telekinesis
25,pikachu,electric,magic-room
25,pikachu,electric,smack-down
25,pikachu,electric,sludge-wave
25,pikachu,electric,heavy-slam
25,pikachu,electric,electro-ball
25,pikachu,electric,flame-charge
25,pikachu,electric,low-sweep
25,pikachu,electric,acid-spray
25,pikachu,electric,foul-play
25,pikachu,electric,after-you
25,pikachu,electric,round
25,pikachu,electric,echoed-voice
25,pikachu,electric,stored-power
25,pikachu,electric,ally-switch
25,pikachu,electric,scald
25,pikachu,electric,hex
25,pikachu,electric,sky-drop
25,pikachu,electric,incinerate
25,pikachu,electric,quash
25,pikachu,electric,acrobatics
25,pikachu,electric,reflect-type
25,pikachu,electric,retaliate
25,pikachu,electric,water-pledge
25,pikachu,electric,fire-pledge
25,pikachu,electric,grass-pledge
25,pikachu,electric,volt-switch
25,pikachu,electric,struggle-bug
25,pikachu,electric,bulldoze
25,pikachu,electric,frost-breath
25,pikachu,electric,dragon-tail
25,pikachu,electric,work-up
25,pikachu,electric,electroweb
25,pikachu,electric,wild-charge
25,pikachu,electric,drill-run
25,pikachu,electric,dual-chop
25,pikachu,electric,razor-shell
25,pikachu,electric,heat-crash
25,pikachu,electric,tail-slap
25,pikachu,electric,hurricane
25,pikachu,electric,snarl
25,pikachu,electric,phantom-force
25,pikachu,electric,disarming-voice
25,pikachu,electric,draining-kiss
25,pikachu,electric,grassy-terrain
25,pikachu,electric,misty-terrain
25,pikachu,electric,play-rough
25,pikachu,electric,confide
25,pikachu,electric,mystical-fire
25,pikachu,electric,eerie-impulse
25,pikachu,electric,venom-drench
25,pikachu,electric,electric-terrain
25,pikachu,electric,dazzling-gleam
25,pikachu,electric,infestation
25,pikachu,electric,power-up-punch
25,pikachu,electric,darkest-lariat
25,pikachu,electric,high-horsepower
25,pikachu,electric,solar-blade
25,pikachu,electric,laser-focus
25,pikachu,electric,throat-chop
25,pikachu,electric,pollen-puff
25,pikachu,electric,psychic-terrain
25,pikachu,electric,lunge
25,pikachu,electric,speed-swap
25,pikachu,electric,smart-strike
25,pikachu,electric,brutal-swing
25,pikachu,electric,aurora-veil
25,pikachu,electric,psychic-fangs
25,pikachu,electric,stomping-tantrum
25,pikachu,electric,liquidation
25,pikachu,electric,body-press
25,pikachu,electric,breaking-swipe
25,pikachu,electric,life-dew
25,pikachu,electric,steel-beam
25,pikachu,electric,expanding-force
25,pikachu,electric,steel-roller
25,pikachu,electric,scale-shot
25,pikachu,electric,meteor-beam
25,pikachu,electric,misty-explosion
25,pikachu,electric,grassy-glide
25,pikachu,electric,rising-voltage
25,pikachu,electric,terrain-pulse
25,pikachu,electric,skitter-smack
25,pikachu,electric,burning-jealousy
25,pikachu,electric,lash-out
25,pikachu,electric,poltergeist
25,pikachu,electric,corrosive-gas
25,pikachu,electric,coaching
25,pikachu,electric,flip-turn
25,pikachu,electric,triple-axel
25,pikachu,electric,dual-wingbeat
25,pikachu,electric,scorching-sands
25,pikachu,electric,tera-blast
25,pikachu,electric,ice-spinner
25,pikachu,electric,snowscape
25,pikachu,electric,pounce
25,pikachu,electric,trailblaze
25,pikachu,electric,chilling-water
25,pikachu,electric,mega-punch
25,pikachu,electric,pay-day
25,pikachu,electric,fire-punch
25,pikachu,electric,ice-punch
25,pikachu,electric,thunder-punch
25,pikachu,electric,mega-kick
25,pikachu,electric,headbutt
25,pikachu,electric,body-slam
25,pikachu,electric,take-down
25,pikachu,electric,double-edge
25,pikachu,electric,disable
25,pikachu,electric,flamethrower
25,pikachu,electric,mist
25,pikachu,electric,water-gun
25,pikachu,electric,ice-beam
25,pikachu,electric,blizzard
25,pikachu,electric,psybeam
25,pikachu,electric,bubble-beam
25,pikachu,electric,hyper-beam
25,pikachu,electric,submission
25,pikachu,electric,low-kick
25,pikachu,electric,counter
25,pikachu,electric,seismic-toss
25,pikachu,electric,strength
25,pikachu,electric,solar-beam
25,pikachu,electric,thunderbolt
25,pikachu,electric,thunder-wave
25,pikachu,electric,thunder
25,pikachu,electric,earthquake
25,pikachu,electric,toxic
25,pikachu,electric,confusion
25,pikachu,electric,psychic
25,pikachu,electric,agility
25,pikachu,electric,rage
25,pikachu,electric,teleport
25,pikachu,electric,night-shade
25,pikachu,electric,mimic
25,pikachu,electric,double-team
25,pikachu,electric,recover
25,pikachu,electric,confuse-ray
25,pikachu,electric,barrier
25,pikachu,electric,light-screen
25,pikachu,electric,reflect
25,pikachu,electric,bide
25,pikachu,electric,metronome
25,pikachu,electric,self-destruct
25,pikachu,electric,fire-blast
25,pikachu,electric,swift
25,pikachu,electric,skull-bash
25,pikachu,electric,amnesia
25,pikachu,electric,dream-eater
25,pikachu,electric,flash
25,pikachu,electric,psywave
25,pikachu,electric,rest
25,pikachu,electric,rock-slide
25,pikachu,electric,tri-attack
25,pikachu,electric,substitute
25,pikachu,electric,nightmare
25,pikachu,electric,snore
25,pikachu,electric,curse
25,pikachu,electric,reversal
25,pikachu,electric,spite
25,pikachu,electric,protect
25,pikachu,electric,scary-face
25,pikachu,electric,mud-slap
25,pikachu,electric,zap-cannon
25,pikachu,electric,icy-wind
25,pikachu,electric,detect
25,pikachu,electric,sandstorm
25,pikachu,electric,endure
25,pikachu,electric,swagger
25,pikachu,electric,sleep-talk
25,pikachu,electric,return
25,pikachu,electric,frustration
25,pikachu,electric,safeguard
25,pikachu,electric,dynamic-punch
25,pikachu,electric,iron-tail
25,pikachu,electric,hidden-power
25,pikachu,electric,rain-dance
25,pikachu,electric,sunny-day
25,pikachu,electric,psych-up
25,pikachu,electric,ancient-power
25,pikachu,electric,shadow-ball
25,pikachu,electric,future-sight
25,pikachu,electric,rock-smash
25,pikachu,electric,hail
25,pikachu,electric,torment
25,pikachu,electric,will-o-wisp
25,pikachu,electric,facade
25,pikachu,electric,focus-punch
25,pikachu,electric,taunt
25,pikachu,electric,helping-hand
25,pikachu,electric,trick
25,pikachu,electric,role-play
25,pikachu,electric,magic-coat
25,pikachu,electric,recycle
25,pikachu,electric,brick-break
25,pikachu,electric,knock-off
25,pikachu,electric,skill-swap
25,pikachu,electric,imprison
25,pikachu,electric,snatch
25,pikachu,electric,secret-power
25,pikachu,electric,dive
25,pikachu,electric,weather-ball
25,pikachu,electric,rock-tomb
25,pikachu,electric,signal-beam
25,pikachu,electric,aerial-ace
25,pikachu,electric,bulk-up
25,pikachu,electric,calm-mind
25,pikachu,electric,shock-wave
25,pikachu,electric,water-pulse
25,pikachu,electric,gravity
25,pikachu,electric,miracle-eye
25,pikachu,electric,natural-gift
25,pikachu,electric,embargo
25,pikachu,electric,fling
25,pikachu,electric,me-first
25,pikachu,electric,power-swap
25,pikachu,electric,guard-swap
25,pikachu,electric,aura-sphere
25,pikachu,electric,poison-jab
25,pikachu,electric,dark-pulse
25,pikachu,electric,aqua-tail
25,pikachu,electric,power-gem
25,pikachu,electric,drain-punch
25,pikachu,electric,focus-blast
25,pikachu,electric,energy-ball
25,pikachu,electric,earth-power
25,pikachu,electric,giga-impact
25,pikachu,electric,nasty-plot
25,pikachu,electric,avalanche
25,pikachu,electric,psycho-cut
25,pikachu,electric,zen-headbutt
25,pikachu,electric,rock-climb
25,pikachu,electric,trick-room
25,pikachu,electric,stone-edge
25,pikachu,electric,grass-knot
25,pikachu,electric,charge-beam
25,pikachu,electric,wonder-room
25,pikachu,electric,psyshock
25,pikachu,electric,telekinesis
25,pikachu,electric,magic-room
25,pikachu,electric,electro-ball
25,pikachu,electric,low-sweep
25,pikachu,electric,foul-play
25,pikachu,electric,round
25,pikachu,electric,stored-power
25,pikachu,electric,ally-switch
25,pikachu,electric,hex
25,pikachu,electric,incinerate
25,pikachu,electric,bulldoze
25,pikachu,electric,psystrike
25,pikachu,electric,hurricane
25,pikachu,electric,confide
25,pikachu,electric,power-up-punch
25,pikachu,electric,laser-focus
25,pikachu,electric,psychic-terrain
25,pikachu,electric,speed-swap
25,pikachu,electric,brutal-swing
25,pikachu,electric,stomping-tantrum
25,pikachu,electric,life-dew
25,pikachu,electric,expanding-force
25,pikachu,electric,lash-out
25,pikachu,electric,tera-blast
25,pikachu,electric,trailblaze
25,pikachu,electric,chilling-water
25,pikachu,electric,swords-dance
25,pikachu,electric,cut
25,pikachu,electric,sand-attack
25,pikachu,electric,headbutt
25,pikachu,electric,tackle
25,pikachu,electric,body-slam
25,pikachu,electric,take-down
25,pikachu,electric,bite
25,pikachu,electric,roar
25,pikachu,electric,flamethrower
25,pikachu,electric,surf
25,pikachu,electric,hyper-beam
25,pikachu,electric,strength
25,pikachu,electric,dragon-rage
25,pikachu,electric,earthquake
25,pikachu,electric,dig
25,pikachu,electric,toxic
25,pikachu,electric,double-team
25,pikachu,electric,fire-blast
25,pikachu,electric,swift
25,pikachu,electric,rest
25,pikachu,electric,rock-slide
25,pikachu,electric,slash
25,pikachu,electric,substitute
25,pikachu,electric,snore
25,pikachu,electric,protect
25,pikachu,electric,scary-face
25,pikachu,electric,mud-slap
25,pikachu,electric,spikes
25,pikachu,electric,outrage
25,pikachu,electric,sandstorm
25,pikachu,electric,endure
25,pikachu,electric,false-swipe
25,pikachu,electric,swagger
25,pikachu,electric,fury-cutter
25,pikachu,electric,attract
